chrom	start	end	name	gencode_name	category	shared_both_cohorts	gene_type	strand	length_bp
chr8	112317836	112320981	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	3145
chr8	112334328	112338731	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	4403
chr8	112340476	112342686	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2210
chr8	112345096	112347213	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2117
chr8	112350174	112353534	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	3360
chr8	112379351	112381456	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2105
chr8	112382566	112384663	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2097
chr8	112389663	112391788	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2125
chr8	112405523	112410032	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	4509
chr8	112471590	112473707	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2117
chr8	112491488	112493683	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2195
chr8	112502789	112504977	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2188
chr8	112505690	112507829	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2139
chr8	112516033	112518225	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2192
chr8	112549670	112553720	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	4050
chr8	112555762	112557954	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2192
chr8	112572500	112574657	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2157
chr8	112586065	112588235	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2170
chr8	112635816	112639911	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	4095
chr8	112644108	112646225	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2117
chr8	112649160	112651349	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2189
chr8	112655153	112657341	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2188
chr8	112665276	112667415	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2139
chr8	112681441	112683636	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2195
chr8	112684405	112686732	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2327
chr8	112688867	112691050	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2183
chr8	112799161	112801274	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2113
chr8	112828685	112830789	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2104
chr8	112858144	112860266	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2122
chr8	112920626	112922751	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2125
chr8	112946789	112948877	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2088
chr8	112953683	112955761	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2078
chr8	112974836	112977148	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2312
chr8	113017775	113020179	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2404
chr8	113097524	113099963	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2439
chr8	113172721	113174916	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2195
chr8	113277591	113279704	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2113
chr8	113308204	113315793	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	7589
chr8	113375737	113378153	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2416
chr8	113435676	113437939	CSMD3	CSMD3	PASSENGER	False	protein_coding	-	2263
chr8	120058779	120060871	COL14A1	COL14A1	DRIVER	False	protein_coding	+	2092
chr8	120070095	120072165	COL14A1	COL14A1	DRIVER	False	protein_coding	+	2070
chr8	120104582	120108514	COL14A1	COL14A1	DRIVER	False	protein_coding	+	3932
chr8	120124101	120126340	COL14A1	COL14A1	DRIVER	False	protein_coding	+	2239
chr8	120146805	120148930	COL14A1	COL14A1	DRIVER	False	protein_coding	+	2125
chr8	120157129	120159246	COL14A1	COL14A1	DRIVER	False	protein_coding	+	2117
chr8	120161425	120163569	COL14A1	COL14A1	DRIVER	False	protein_coding	+	2144
chr8	120167160	120169247	COL14A1	COL14A1	DRIVER	False	protein_coding	+	2087
chr8	120195790	120200566	COL14A1	COL14A1	DRIVER	False	protein_coding	+	4776
chr8	120202708	120204870	COL14A1	COL14A1	DRIVER	False	protein_coding	+	2162
chr8	120205942	120210901	COL14A1	COL14A1	DRIVER	False	protein_coding	+	4959
chr8	120211447	120215061	COL14A1	COL14A1	DRIVER	False	protein_coding	+	3614
chr8	120215350	120217492	COL14A1	COL14A1	DRIVER	False	protein_coding	+	2142
chr8	120224087	120229769	COL14A1	COL14A1	DRIVER	False	protein_coding	+	5682
chr8	120230466	120233090	COL14A1	COL14A1	DRIVER	False	protein_coding	+	2624
chr8	120242878	120245008	COL14A1	COL14A1	DRIVER	False	protein_coding	+	2130
chr8	120246612	120248735	COL14A1	COL14A1	DRIVER	False	protein_coding	+	2123
chr8	120249616	120251766	COL14A1	COL14A1	DRIVER	False	protein_coding	+	2150
chr8	120254239	120256356	COL14A1	COL14A1	DRIVER	False	protein_coding	+	2117
chr8	120261867	120264014	COL14A1	COL14A1	DRIVER	False	protein_coding	+	2147
chr8	120265826	120267992	COL14A1	COL14A1	DRIVER	False	protein_coding	+	2166
chr8	120269034	120271174	COL14A1	COL14A1	DRIVER	False	protein_coding	+	2140
chr8	120276484	120282059	COL14A1	COL14A1	DRIVER	False	protein_coding	+	5575
chr8	120282635	120284778	COL14A1	COL14A1	DRIVER	False	protein_coding	+	2143
chr8	120284860	120286970	COL14A1	COL14A1	DRIVER	False	protein_coding	+	2110
chr8	120288607	120290766	COL14A1	COL14A1	DRIVER	False	protein_coding	+	2159
chr8	120296510	120298588	COL14A1	COL14A1	DRIVER	False	protein_coding	+	2078
chr8	120299731	120301818	COL14A1	COL14A1	DRIVER	False	protein_coding	+	2087
chr8	120309008	120311062	COL14A1	COL14A1	DRIVER	False	protein_coding	+	2054
chr8	120312931	120316997	COL14A1	COL14A1	DRIVER	False	protein_coding	+	4066
chr8	120331140	120333735	COL14A1	COL14A1	DRIVER	False	protein_coding	+	2595
chr8	120340324	120343446	COL14A1	COL14A1	DRIVER	False	protein_coding	+	3122
chr8	120344374	120346563	COL14A1	COL14A1	DRIVER	False	protein_coding	+	2189
chr8	120366170	120368248	COL14A1	COL14A1	DRIVER	False	protein_coding	+	2078
chr8	120368329	120374573	COL14A1	COL14A1	DRIVER	False	protein_coding	+	6244
chr8	123850986	123853185	FER1L6	FER1L6	PASSENGER	False	protein_coding	+	2199
chr8	123954991	123957074	FER1L6	FER1L6	PASSENGER	False	protein_coding	+	2083
chr8	123962277	123964398	FER1L6	FER1L6	PASSENGER	False	protein_coding	+	2121
chr8	123965006	123967290	FER1L6	FER1L6	PASSENGER	False	protein_coding	+	2284
chr8	123969034	123971097	FER1L6	FER1L6	PASSENGER	False	protein_coding	+	2063
chr8	123972433	123978609	FER1L6	FER1L6	PASSENGER	False	protein_coding	+	6176
chr8	123979464	123981811	FER1L6	FER1L6	PASSENGER	False	protein_coding	+	2347
chr8	123985067	123987176	FER1L6	FER1L6	PASSENGER	False	protein_coding	+	2109
chr8	124002166	124004347	FER1L6	FER1L6	PASSENGER	False	protein_coding	+	2181
chr8	124009593	124011714	FER1L6	FER1L6	PASSENGER	False	protein_coding	+	2121
chr8	124012430	124014531	FER1L6	FER1L6	PASSENGER	False	protein_coding	+	2101
chr8	124016627	124018718	FER1L6	FER1L6	PASSENGER	False	protein_coding	+	2091
chr8	124020549	124024596	FER1L6	FER1L6	PASSENGER	False	protein_coding	+	4047
chr8	124034276	124036454	FER1L6	FER1L6	PASSENGER	False	protein_coding	+	2178
chr8	124038881	124041006	FER1L6	FER1L6	PASSENGER	False	protein_coding	+	2125
chr8	124044766	124046901	FER1L6	FER1L6	PASSENGER	False	protein_coding	+	2135
chr8	124048606	124050756	FER1L6	FER1L6	PASSENGER	False	protein_coding	+	2150
chr8	124059179	124063032	FER1L6	FER1L6	PASSENGER	False	protein_coding	+	3853
chr8	124063346	124072631	FER1L6	FER1L6	PASSENGER	False	protein_coding	+	9285
chr8	124075197	124077325	FER1L6	FER1L6	PASSENGER	False	protein_coding	+	2128
chr8	124081287	124083458	FER1L6	FER1L6	PASSENGER	False	protein_coding	+	2171
chr8	124090422	124092583	FER1L6	FER1L6	PASSENGER	False	protein_coding	+	2161
chr8	124093895	124096038	FER1L6	FER1L6	PASSENGER	False	protein_coding	+	2143
chr8	124096270	124098883	FER1L6	FER1L6	PASSENGER	False	protein_coding	+	2613
chr8	124100096	124104309	FER1L6	FER1L6	PASSENGER	False	protein_coding	+	4213
chr8	124117843	124121061	FER1L6	FER1L6	PASSENGER	False	protein_coding	+	3218
chr8	130779300	130781877	ADCY8	ADCY8	PASSENGER	True	protein_coding	-	2577
chr8	130782690	130786475	ADCY8	ADCY8	PASSENGER	True	protein_coding	-	3785
chr8	130799425	130801572	ADCY8	ADCY8	PASSENGER	True	protein_coding	-	2147
chr8	130813068	130815227	ADCY8	ADCY8	PASSENGER	True	protein_coding	-	2159
chr8	130820341	130822420	ADCY8	ADCY8	PASSENGER	True	protein_coding	-	2079
chr8	130835276	130837449	ADCY8	ADCY8	PASSENGER	True	protein_coding	-	2173
chr8	130846423	130848513	ADCY8	ADCY8	PASSENGER	True	protein_coding	-	2090
chr8	130848601	130850803	ADCY8	ADCY8	PASSENGER	True	protein_coding	-	2202
chr8	130866845	130868946	ADCY8	ADCY8	PASSENGER	True	protein_coding	-	2101
chr8	130883563	130885761	ADCY8	ADCY8	PASSENGER	True	protein_coding	-	2198
chr8	130902771	130905042	ADCY8	ADCY8	PASSENGER	True	protein_coding	-	2271
chr8	130908707	130910866	ADCY8	ADCY8	PASSENGER	True	protein_coding	-	2159
chr8	130936072	130938200	ADCY8	ADCY8	PASSENGER	True	protein_coding	-	2128
chr8	130942350	130944462	ADCY8	ADCY8	PASSENGER	True	protein_coding	-	2112
chr8	130950867	130952998	ADCY8	ADCY8	PASSENGER	True	protein_coding	-	2131
chr8	130989392	130991865	ADCY8	ADCY8	PASSENGER	True	protein_coding	-	2473
chr8	131038373	131041909	ADCY8	ADCY8	PASSENGER	True	protein_coding	-	3536
chr8	132865957	132874221	TG	TG	PASSENGER	False	protein_coding	+	8264
chr8	132880862	132884240	TG	TG	PASSENGER	False	protein_coding	+	3378
chr8	132885447	132889568	TG	TG	PASSENGER	False	protein_coding	+	4121
chr8	132892689	132894929	TG	TG	PASSENGER	False	protein_coding	+	2240
chr8	132896648	132902553	TG	TG	PASSENGER	False	protein_coding	+	5905
chr8	132905687	132909340	TG	TG	PASSENGER	False	protein_coding	+	3653
chr8	132910376	132914265	TG	TG	PASSENGER	False	protein_coding	+	3889
chr8	132918375	132920525	TG	TG	PASSENGER	False	protein_coding	+	2150
chr8	132922337	132924508	TG	TG	PASSENGER	False	protein_coding	+	2171
chr8	132928075	132930192	TG	TG	PASSENGER	False	protein_coding	+	2117
chr8	132932560	132934676	TG	TG	PASSENGER	False	protein_coding	+	2116
chr8	132934755	132936864	TG	TG	PASSENGER	False	protein_coding	+	2109
chr8	132940350	132942542	TG	TG	PASSENGER	False	protein_coding	+	2192
chr8	132947775	132949943	TG	TG	PASSENGER	False	protein_coding	+	2168
chr8	132960007	132970569	TG	TG	PASSENGER	False	protein_coding	+	10562
chr8	132970793	132973741	TG	TG	PASSENGER	False	protein_coding	+	2948
chr8	132982349	132984753	TG	TG	PASSENGER	False	protein_coding	+	2404
chr8	132993715	132995804	TG	TG	PASSENGER	False	protein_coding	+	2089
chr8	133000772	133004256	TG	TG	PASSENGER	False	protein_coding	+	3484
chr8	133010900	133014764	TG	TG	PASSENGER	False	protein_coding	+	3864
chr8	133016698	133020695	TG	TG	PASSENGER	False	protein_coding	+	3997
chr8	133020990	133023150	TG	TG	PASSENGER	False	protein_coding	+	2160
chr8	133028820	133031023	TG	TG	PASSENGER	False	protein_coding	+	2203
chr8	133093622	133097373	TG	TG	PASSENGER	False	protein_coding	+	3751
chr8	133112421	133114668	TG	TG	PASSENGER	False	protein_coding	+	2247
chr8	133115608	133117716	TG	TG	PASSENGER	False	protein_coding	+	2108
chr8	133130811	133135903	TG	TG	PASSENGER	False	protein_coding	+	5092
chr8	138129022	138133798	FAM135B	FAM135B	PASSENGER	False	protein_coding	-	4776
chr8	138136146	138140096	FAM135B	FAM135B	PASSENGER	False	protein_coding	-	3950
chr8	138140197	138147050	FAM135B	FAM135B	PASSENGER	False	protein_coding	-	6853
chr8	138147519	138149835	FAM135B	FAM135B	PASSENGER	False	protein_coding	-	2316
chr8	138150193	138154216	FAM135B	FAM135B	PASSENGER	False	protein_coding	-	4023
chr8	138166894	138169049	FAM135B	FAM135B	PASSENGER	False	protein_coding	-	2155
chr8	138176346	138179690	FAM135B	FAM135B	PASSENGER	False	protein_coding	-	3344
chr8	138194257	138196307	FAM135B	FAM135B	PASSENGER	False	protein_coding	-	2050
chr8	138196515	138198669	FAM135B	FAM135B	PASSENGER	False	protein_coding	-	2154
chr8	138241941	138244068	FAM135B	FAM135B	PASSENGER	False	protein_coding	-	2127
chr8	138249840	138252014	FAM135B	FAM135B	PASSENGER	False	protein_coding	-	2174
chr8	138255688	138257759	FAM135B	FAM135B	PASSENGER	False	protein_coding	-	2071
chr8	138264702	138266842	FAM135B	FAM135B	PASSENGER	False	protein_coding	-	2140
chr8	138307983	138311920	FAM135B	FAM135B	PASSENGER	False	protein_coding	-	3937
chr8	138357337	138359560	FAM135B	FAM135B	PASSENGER	False	protein_coding	-	2223
chr8	138366332	138369002	FAM135B	FAM135B	PASSENGER	False	protein_coding	-	2670
chr8	138424435	138426515	FAM135B	FAM135B	PASSENGER	False	protein_coding	-	2080
chr8	138435855	138442784	FAM135B	FAM135B	PASSENGER	False	protein_coding	-	6929
chr8	138449496	138451811	FAM135B	FAM135B	PASSENGER	False	protein_coding	-	2315
chr8	138458106	138460565	FAM135B	FAM135B	PASSENGER	False	protein_coding	-	2459
chr8	138476316	138478456	FAM135B	FAM135B	PASSENGER	False	protein_coding	-	2140
chr8	138495670	138498261	FAM135B	FAM135B	PASSENGER	False	protein_coding	-	2591
chr8	142871355	142880846	CYP11B1	CYP11B1	DRIVER	False	protein_coding	-	9491
chr8	142909558	142918843	CYP11B2	CYP11B2	PASSENGER	False	protein_coding	-	9285
chr9	70528059	70538405	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	10346
chr9	70548541	70550674	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	2133
chr9	70551843	70554310	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	2467
chr9	70589935	70592205	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	2270
chr9	70597418	70599670	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	2252
chr9	70602341	70604470	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	2129
chr9	70609608	70611749	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	2141
chr9	70614907	70617075	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	2168
chr9	70617866	70622273	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	4407
chr9	70624190	70626517	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	2327
chr9	70634210	70636261	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	2051
chr9	70638059	70641660	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	3601
chr9	70680505	70682578	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	2073
chr9	70723749	70726536	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	2787
chr9	70759687	70762724	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	3037
chr9	70773087	70777487	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	4400
chr9	70782856	70785380	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	2524
chr9	70792440	70794697	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	2257
chr9	70796004	70798128	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	2124
chr9	70810169	70812244	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	2075
chr9	70823435	70829018	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	5583
chr9	70841918	70844127	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	2209
chr9	70845377	70847591	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	2214
chr9	70856209	70858295	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	2086
chr9	70861907	70866469	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	4562
chr9	70867985	70870135	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	2150
chr9	70921747	70923901	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	2154
chr9	71067054	71069136	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	2082
chr9	71095892	71097985	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	2093
chr9	71111858	71113869	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	2011
chr9	71120177	71122621	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	2444
chr9	71445652	71447977	TRPM3	TRPM3	PASSENGER	False	protein_coding	-	2325
chr9	76610375	76616162	PRUNE2	PRUNE2	DRIVER	True	protein_coding	-	5787
chr9	76618339	76620387	PRUNE2	PRUNE2	DRIVER	True	protein_coding	-	2048
chr9	76623451	76626058	PRUNE2	PRUNE2	DRIVER	True	protein_coding	-	2607
chr9	76628191	76630290	PRUNE2	PRUNE2	DRIVER	True	protein_coding	-	2099
chr9	76635470	76639288	PRUNE2	PRUNE2	DRIVER	True	protein_coding	-	3818
chr9	76640946	76642980	PRUNE2	PRUNE2	DRIVER	True	protein_coding	-	2034
chr9	76643496	76646138	PRUNE2	PRUNE2	DRIVER	True	protein_coding	-	2642
chr9	76650967	76653683	PRUNE2	PRUNE2	DRIVER	True	protein_coding	-	2716
chr9	76654422	76656502	PRUNE2	PRUNE2	DRIVER	True	protein_coding	-	2080
chr9	76691073	76693200	PRUNE2	PRUNE2	DRIVER	True	protein_coding	-	2127
chr9	76702336	76712358	PRUNE2	PRUNE2	DRIVER	True	protein_coding	-	10022
chr9	76712562	76714721	PRUNE2	PRUNE2	DRIVER	True	protein_coding	-	2159
chr9	76787343	76789534	PRUNE2	PRUNE2	DRIVER	True	protein_coding	-	2191
chr9	76822247	76824726	PRUNE2	PRUNE2	DRIVER	True	protein_coding	-	2479
chr9	76825579	76827732	PRUNE2	PRUNE2	DRIVER	True	protein_coding	-	2153
chr9	76845514	76847678	PRUNE2	PRUNE2	DRIVER	True	protein_coding	-	2164
chr9	76849462	76851665	PRUNE2	PRUNE2	DRIVER	True	protein_coding	-	2203
chr9	76853103	76855208	PRUNE2	PRUNE2	DRIVER	True	protein_coding	-	2105
chr9	76867935	76870182	PRUNE2	PRUNE2	DRIVER	True	protein_coding	-	2247
chr9	76904927	76907114	PRUNE2	PRUNE2	DRIVER	True	protein_coding	-	2187
chr9	110364247	110367560	SVEP1	SVEP1	DRIVER	False	protein_coding	-	3313
chr9	110368922	110371016	SVEP1	SVEP1	DRIVER	False	protein_coding	-	2094
chr9	110374367	110380517	SVEP1	SVEP1	DRIVER	False	protein_coding	-	6150
chr9	110384897	110388458	SVEP1	SVEP1	DRIVER	False	protein_coding	-	3561
chr9	110388523	110390587	SVEP1	SVEP1	DRIVER	False	protein_coding	-	2064
chr9	110399853	110402009	SVEP1	SVEP1	DRIVER	False	protein_coding	-	2156
chr9	110403326	110409951	SVEP1	SVEP1	DRIVER	False	protein_coding	-	6625
chr9	110410062	110412735	SVEP1	SVEP1	DRIVER	False	protein_coding	-	2673
chr9	110426590	110437504	SVEP1	SVEP1	DRIVER	False	protein_coding	-	10914
chr9	110441478	110444720	SVEP1	SVEP1	DRIVER	False	protein_coding	-	3242
chr9	110444836	110448057	SVEP1	SVEP1	DRIVER	False	protein_coding	-	3221
chr9	110449058	110452402	SVEP1	SVEP1	DRIVER	False	protein_coding	-	3344
chr9	110454589	110460113	SVEP1	SVEP1	DRIVER	False	protein_coding	-	5524
chr9	110464864	110467026	SVEP1	SVEP1	DRIVER	False	protein_coding	-	2162
chr9	110467939	110470101	SVEP1	SVEP1	DRIVER	False	protein_coding	-	2162
chr9	110470363	110473323	SVEP1	SVEP1	DRIVER	False	protein_coding	-	2960
chr9	110474882	110477315	SVEP1	SVEP1	DRIVER	False	protein_coding	-	2433
chr9	110478634	110484693	SVEP1	SVEP1	DRIVER	False	protein_coding	-	6059
chr9	110488649	110490779	SVEP1	SVEP1	DRIVER	False	protein_coding	-	2130
chr9	110495814	110497933	SVEP1	SVEP1	DRIVER	False	protein_coding	-	2119
chr9	110498040	110500238	SVEP1	SVEP1	DRIVER	False	protein_coding	-	2198
chr9	110502037	110504217	SVEP1	SVEP1	DRIVER	False	protein_coding	-	2180
chr9	110511925	110515106	SVEP1	SVEP1	DRIVER	False	protein_coding	-	3181
chr9	110545114	110547291	SVEP1	SVEP1	DRIVER	False	protein_coding	-	2177
chr9	110548848	110551104	SVEP1	SVEP1	DRIVER	False	protein_coding	-	2256
chr9	110578012	110580880	SVEP1	SVEP1	DRIVER	False	protein_coding	-	2868
chr9	132260355	132267249	SETX	SETX	DRIVER	False	protein_coding	-	6894
chr9	132268402	132270702	SETX	SETX	DRIVER	False	protein_coding	-	2300
chr9	132270709	132272808	SETX	SETX	DRIVER	False	protein_coding	-	2099
chr9	132273922	132279257	SETX	SETX	DRIVER	False	protein_coding	-	5335
chr9	132280466	132284413	SETX	SETX	DRIVER	False	protein_coding	-	3947
chr9	132285422	132289651	SETX	SETX	DRIVER	False	protein_coding	-	4229
chr9	132294871	132299312	SETX	SETX	DRIVER	False	protein_coding	-	4441
chr9	132299629	132301803	SETX	SETX	DRIVER	False	protein_coding	-	2174
chr9	132310756	132312856	SETX	SETX	DRIVER	False	protein_coding	-	2100
chr9	132325323	132332448	SETX	SETX	DRIVER	False	protein_coding	-	7125
chr9	132333607	132337515	SETX	SETX	DRIVER	False	protein_coding	-	3908
chr9	132341689	132343799	SETX	SETX	DRIVER	False	protein_coding	-	2110
chr9	132345260	132347471	SETX	SETX	DRIVER	False	protein_coding	-	2211
chr9	132348251	132350435	SETX	SETX	DRIVER	False	protein_coding	-	2184
chr9	132352648	132355986	SETX	SETX	DRIVER	False	protein_coding	-	3338
chr10	8044377	8046515	GATA3	GATA3	DRIVER	False	protein_coding	+	2138
chr10	8052603	8056896	GATA3	GATA3	DRIVER	False	protein_coding	+	4293
chr10	8057304	8059841	GATA3	GATA3	DRIVER	False	protein_coding	+	2537
chr10	8062992	8065138	GATA3	GATA3	DRIVER	False	protein_coding	+	2146
chr10	8068472	8070598	GATA3	GATA3	DRIVER	False	protein_coding	+	2126
chr10	8072738	8076198	GATA3	GATA3	DRIVER	False	protein_coding	+	3460
chr10	16822965	16826082	CUBN	CUBN	DRIVER	True	protein_coding	-	3117
chr10	16827804	16830040	CUBN	CUBN	DRIVER	True	protein_coding	-	2236
chr10	16830251	16832417	CUBN	CUBN	DRIVER	True	protein_coding	-	2166
chr10	16834013	16837382	CUBN	CUBN	DRIVER	True	protein_coding	-	3369
chr10	16839329	16842047	CUBN	CUBN	DRIVER	True	protein_coding	-	2718
chr10	16850234	16852443	CUBN	CUBN	DRIVER	True	protein_coding	-	2209
chr10	16865806	16867855	CUBN	CUBN	DRIVER	True	protein_coding	-	2049
chr10	16868635	16870853	CUBN	CUBN	DRIVER	True	protein_coding	-	2218
chr10	16873373	16875503	CUBN	CUBN	DRIVER	True	protein_coding	-	2130
chr10	16875896	16878097	CUBN	CUBN	DRIVER	True	protein_coding	-	2201
chr10	16887416	16891527	CUBN	CUBN	DRIVER	True	protein_coding	-	4111
chr10	16897995	16902459	CUBN	CUBN	DRIVER	True	protein_coding	-	4464
chr10	16902965	16905115	CUBN	CUBN	DRIVER	True	protein_coding	-	2150
chr10	16905202	16908748	CUBN	CUBN	DRIVER	True	protein_coding	-	3546
chr10	16912810	16917030	CUBN	CUBN	DRIVER	True	protein_coding	-	4220
chr10	16917621	16921137	CUBN	CUBN	DRIVER	True	protein_coding	-	3516
chr10	16924240	16926774	CUBN	CUBN	DRIVER	True	protein_coding	-	2534
chr10	16927156	16929303	CUBN	CUBN	DRIVER	True	protein_coding	-	2147
chr10	16932086	16934284	CUBN	CUBN	DRIVER	True	protein_coding	-	2198
chr10	16936591	16941237	CUBN	CUBN	DRIVER	True	protein_coding	-	4646
chr10	16946234	16951111	CUBN	CUBN	DRIVER	True	protein_coding	-	4877
chr10	16951275	16955548	CUBN	CUBN	DRIVER	True	protein_coding	-	4273
chr10	16964639	16966977	CUBN	CUBN	DRIVER	True	protein_coding	-	2338
chr10	16981483	16985279	CUBN	CUBN	DRIVER	True	protein_coding	-	3796
chr10	16989333	16991515	CUBN	CUBN	DRIVER	True	protein_coding	-	2182
chr10	17018832	17020983	CUBN	CUBN	DRIVER	True	protein_coding	-	2151
chr10	17040032	17042220	CUBN	CUBN	DRIVER	True	protein_coding	-	2188
chr10	17042826	17048603	CUBN	CUBN	DRIVER	True	protein_coding	-	5777
chr10	17064507	17066638	CUBN	CUBN	DRIVER	True	protein_coding	-	2131
chr10	17067063	17069770	CUBN	CUBN	DRIVER	True	protein_coding	-	2707
chr10	17070425	17072971	CUBN	CUBN	DRIVER	True	protein_coding	-	2546
chr10	17083270	17086759	CUBN	CUBN	DRIVER	True	protein_coding	-	3489
chr10	17087163	17089345	CUBN	CUBN	DRIVER	True	protein_coding	-	2182
chr10	17099004	17101239	CUBN	CUBN	DRIVER	True	protein_coding	-	2235
chr10	17102124	17106575	CUBN	CUBN	DRIVER	True	protein_coding	-	4451
chr10	17108639	17112050	CUBN	CUBN	DRIVER	True	protein_coding	-	3411
chr10	17113026	17116597	CUBN	CUBN	DRIVER	True	protein_coding	-	3571
chr10	17120881	17124689	CUBN	CUBN	DRIVER	True	protein_coding	-	3808
chr10	17125760	17130811	CUBN	CUBN	DRIVER	True	protein_coding	-	5051
chr10	17950838	17954537	SLC39A12	SLC39A12	PASSENGER	False	protein_coding	+	3699
chr10	17960580	17962862	SLC39A12	SLC39A12	PASSENGER	False	protein_coding	+	2282
chr10	17964482	17966690	SLC39A12	SLC39A12	PASSENGER	False	protein_coding	+	2208
chr10	17976901	17979074	SLC39A12	SLC39A12	PASSENGER	False	protein_coding	+	2173
chr10	17980311	17982483	SLC39A12	SLC39A12	PASSENGER	False	protein_coding	+	2172
chr10	17986478	17988651	SLC39A12	SLC39A12	PASSENGER	False	protein_coding	+	2173
chr10	17990150	17994291	SLC39A12	SLC39A12	PASSENGER	False	protein_coding	+	4141
chr10	17994655	17996722	SLC39A12	SLC39A12	PASSENGER	False	protein_coding	+	2067
chr10	17999666	18001825	SLC39A12	SLC39A12	PASSENGER	False	protein_coding	+	2159
chr10	18002170	18004358	SLC39A12	SLC39A12	PASSENGER	False	protein_coding	+	2188
chr10	18041704	18044292	SLC39A12	SLC39A12	PASSENGER	False	protein_coding	+	2588
chr10	25933228	25936830	MYO3A	MYO3A	PASSENGER	False	protein_coding	+	3602
chr10	25951093	25953278	MYO3A	MYO3A	PASSENGER	False	protein_coding	+	2185
chr10	25953873	25956008	MYO3A	MYO3A	PASSENGER	False	protein_coding	+	2135
chr10	25995489	25998258	MYO3A	MYO3A	PASSENGER	False	protein_coding	+	2769
chr10	26015819	26017915	MYO3A	MYO3A	PASSENGER	False	protein_coding	+	2096
chr10	26020502	26025087	MYO3A	MYO3A	PASSENGER	False	protein_coding	+	4585
chr10	26025376	26027532	MYO3A	MYO3A	PASSENGER	False	protein_coding	+	2156
chr10	26065974	26071401	MYO3A	MYO3A	PASSENGER	False	protein_coding	+	5427
